gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101278568	RPL26L1	1.97	4.05	44.58	ribosomal protein L26 like 1
LOC101288839	ZNF653	-1.26	4.74	67.09	zinc finger protein 653
LOC101272858	AKAP1	-1.39	6.54	242.88	A-kinase anchoring protein 1
LOC101280052	FOXK1	-1.39	6.58	288.02	forkhead box K1
CCN3	CCN3	-2.06	6.21	189.75	cellular communication network factor 3
LOC101280768	BTNL9	-2.2	6.39	218.74	butyrophilin like 9
LOC101272702	KDM4B	-1.21	7.33	428.01	lysine demethylase 4B
LOC101277639	ZBTB21	-1.27	5.75	163.41	zinc finger and BTB domain containing 21
LOC101289077	RNF43	2.96	2.82	18.01	ring finger protein 43
LOC117197967	LOC117197967	3.96	1.49	9.41	zinc finger protein OZF-like
LOC101277746	EGFL8	-1.53	4.37	53.08	EGF like domain multiple 8
LOC101281149	FBXL19	-1.55	6.14	187.67	F-box and leucine rich repeat protein 19
LOC101288504	DCHS1	-1.47	6.81	276.86	dachsous cadherin-related 1
LOC101288841	TGFBR3L	-1.9	4.28	46.91	transforming growth factor beta receptor 3 like
LOC101273937	HMG20B	-1.17	6.75	296.63	high mobility group 20B
C16H16orf91	C16H16orf91	-1.74	5.16	83.39	chromosome 16 C16orf91 homolog
LOC101286860	ABR	-0.97	8.55	776.78	ABR activator of RhoGEF and GTPase
LOC101282000	NLRP3	3.39	2.53	15.89	NLR family pyrin domain containing 3
LOC101273581	ZDHHC14	-1.64	5.02	85.47	zinc finger DHHC-type palmitoyltransferase 14
LOC101279566	ADK	1.54	5.27	104.22	adenosine kinase
LOC101282407	CTNND2	2.92	2.99	23.33	catenin delta 2
LOC101277713	DIAPH3	4.24	3.53	30.13	diaphanous related formin 3
LOC101283901	LRRC73	-2.01	3.52	30.79	leucine rich repeat containing 73
LOC101286661	ENPP3	4.42	3.18	22.13	ectonucleotide pyrophosphatase/phosphodiesterase 3
LOC105748907	ZNF311	2.72	2.83	25.97	zinc finger protein 311
COQ8A	COQ8A	-1.26	5.98	167.18	coenzyme Q8A
LOC101278475	UBALD1	-1.52	5.89	154.57	UBA like domain containing 1
LOC101282632	ZMYM1	1.61	4.14	42.95	zinc finger MYM-type containing 1
LOC101276133	SH3BP4	-1.14	6.73	285.55	SH3 domain binding protein 4
LOC101288233	KNL1	3.17	3.22	25.28	kinetochore scaffold 1
LOC101284500	TAF1D	1.68	5.17	101.01	TATA-box binding protein associated factor, RNA polymerase I subunit D
LOC101288091	EGLN1	-1.33	6.75	302.89	egl-9 family hypoxia inducible factor 1
LOC101288628	NPR1	-1.58	5.4	103.5	natriuretic peptide receptor 1
LOC101271863	CASKIN2	-1.63	6.29	211.95	CASK interacting protein 2
LOC101290424	MORC3	1.6	4.62	68.63	MORC family CW-type zinc finger 3
LOC101284722	RRP1B	-1.53	6.62	245.19	ribosomal RNA processing 1B
LOC101270050	NCAM1	2.96	3.15	23.09	neural cell adhesion molecule 1
LOC105747848	LOC105747848	1.93	3.88	39.42	60S ribosomal protein L39
LOC101285030	KIF20B	1.89	4.05	43.3	kinesin family member 20B
LOC101281474	ZSCAN9	5.77	1.61	8.95	zinc finger and SCAN domain containing 9
LOC101277635	NACAD	-1.85	4.75	67.56	NAC alpha domain containing
LOC101283820	ARF4	1.47	6.17	205.46	ADP ribosylation factor 4
LOC101286384	CANT1	-1.36	6.73	282.71	calcium activated nucleotidase 1
LOC125960237	LOC125960237	-2.29	5.39	129.75	uncharacterized LOC125960237
LOC101273863	CREBZF	-1.34	6.23	216.7	CREB/ATF bZIP transcription factor
LOC101278914	SETD1B	-1.6	7.73	606	SET domain containing 1B, histone lysine methyltransferase
LOC101284237	LOC101284237	-1.94	3.68	33.21	ral guanine nucleotide dissociation stimulator-like 2
LOC101288498	SNAPC2	-1.48	4.72	63.7	small nuclear RNA activating complex polypeptide 2
LOC101290083	CEP152	2.06	4.59	60.2	centrosomal protein 152
LOC101283777	ECSCR	-1.33	5.84	154.23	endothelial cell surface expressed chemotaxis and apoptosis regulator
LOC101277003	TBC1D10B	-1.51	6.02	169.5	TBC1 domain family member 10B
LOC101277500	CHDH	-1.5	5.41	103.21	choline dehydrogenase
LOC101275368	CEP63	2.15	3.16	22.19	centrosomal protein 63
LOC101285342	TMEM268	-1.3	5.52	121.55	transmembrane protein 268
LOC101283400	FRMPD2	5.67	1.92	11.47	FERM and PDZ domain-containing protein 2
CDIN1	CDIN1	2.31	4.41	60.02	CDAN1 interacting nuclease 1
LOC101281202	SLC6A17	-1.9	4.73	69.77	solute carrier family 6 member 17
LOC101284251	CSNK2A1	1.22	4.91	108.87	casein kinase 2 alpha 1
LOC101277569	MED9	-1.22	5.13	78.97	mediator complex subunit 9
LOC101278163	TTC18	1.98	3.5	33.52	cilia and flagella associated protein 70
LOC101274137	RRAD	-1.91	3.36	24.05	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
LOC101274823	TRIM8	-1.14	7.48	394.44	tripartite motif containing 8
LOC101273529	NAALADL2	2.79	3.06	28.91	N-acetylated alpha-linked acidic dipeptidase like 2
LOC101273884	GOLGA3	-1.29	7.36	432.41	golgin A3
LOC101277564	IREB2	1.25	5.59	114.48	iron responsive element binding protein 2
LOC101272740	CACNA1C	-1.3	6.37	202.72	calcium voltage-gated channel subunit alpha1 C
LOC125960783	LOC125960783	-2.43	4.27	60.99	uncharacterized LOC125960783
LOC101283807	BCCIP	1.69	4.39	63.33	BRCA2 and CDKN1A interacting protein
LOC101271252	UBTD1	-1.26	6.17	178.6	ubiquitin domain containing 1
LOC101275990	PEX26	-1.06	7.3	289.26	peroxisomal biogenesis factor 26
LOC101279781	GNAQ	-1.06	7.82	611.78	guanine nucleotide-binding protein G(q) subunit alpha
LOC101289326	ADA	-1.99	4.68	64.72	adenosine deaminase
LOC101269726	CCDC47	1.15	4.97	74.94	coiled-coil domain containing 47
LOC101275061	GRIK3	3.54	2.97	25.16	glutamate ionotropic receptor kainate type subunit 3
LOC101283321	TECPR1	-1.46	5.97	168.08	tectonin beta-propeller repeat containing 1
CFAP20DC	CFAP20DC	1.89	3.35	24.47	CFAP20 domain containing
ATP5MK	ATP5MK	2.01	3.72	37.83	ATP synthase membrane subunit k
LOC101286632	CEP95	1.3	4.35	50.2	centrosomal protein 95
LOC117202877	LOC117202877	-1.74	5.23	92.33	uncharacterized LOC117202877
LOC101287769	DTX4	3.03	3.15	21.94	deltex E3 ubiquitin ligase 4
BICRA	BICRA	-1.44	6.33	207.95	BRD4 interacting chromatin remodeling complex associated protein
LOC101277514	IFT46	1.65	3.99	40.81	intraflagellar transport 46
LOC101285517	HIP1	-1.13	5.95	175.82	huntingtin interacting protein 1
LOC101288661	EXOC4	1.59	5.5	124.06	exocyst complex component 4
LOC101269334	SAR1A	1.31	5.41	108.04	secretion associated Ras related GTPase 1A
LOC101275048	TMEM258	2.09	3.55	29.42	transmembrane protein 258
LOC101272263	KLHL21	-1.73	7.07	351.23	kelch like family member 21
LOC101274555	CD44	1.75	7.95	743.34	CD44 molecule (Indian blood group)
LOC101271351	DNM3	-1.63	6.7	282.36	dynamin 3
LOC101286613	BLZF1	1.88	3.6	48.15	basic leucine zipper nuclear factor 1
LOC101284714	ABI3	-1.62	3.67	31.13	ABI family member 3
LOC101269695	ITPRIPL2	-1.27	6.72	278.91	ITPRIP like 2
LOC101281104	KALRN	-1.33	7.12	350.91	kalirin RhoGEF kinase
LOC101290288	KDR	-1.41	7.51	442.97	kinase insert domain receptor
LOC101285554	GRIN2B	4.59	1.96	10.97	glutamate ionotropic receptor NMDA type subunit 2B
LOC101283844	DSG2	2.91	3.02	22.46	desmoglein 2
LOC101277967	INTU	2.36	2.93	20.89	inturned planar cell polarity protein
LOC101282146	CFAP61	3.19	2.52	16.02	cilia and flagella associated protein 61
LOC101287998	TP63	4.43	6.52	238.55	tumor protein p63
LOC101278509	SAG	3.08	3.02	23.87	S-antigen visual arrestin
LOC101272530	KLF2	-1.59	5.65	132.55	KLF transcription factor 2
LOC101273471	YME1L1	1.32	5.54	129.21	YME1 like 1 ATPase
LOC101281355	CBX7	-1.45	6.42	225.82	chromobox 7
LOC101277301	UGT1A1	3.36	2.16	10.75	UDP-glucuronosyltransferase 1A1
LOC125964389	LOC125964389	-1.76	5.07	100.21	collagen alpha-1(I) chain-like
LOC101281980	ABI3BP	1.95	6.74	244.45	ABI family member 3 binding protein
LOC101286316	ABCB10	-1.05	5.37	110.4	ATP binding cassette subfamily B member 10
LOC101271692	KIF23	2.96	4.04	45.39	kinesin family member 23
LOC101271440	FBXO43	6.23	1.38	6.92	F-box protein 43
LOC105748853	LOC105748853	-2.63	3.03	24.99	basic proline-rich protein
LOC101275626	LOC101275626	1.82	4.27	47.14	cytochrome c oxidase subunit 7B, mitochondrial
LOC101274890	USP16	1.86	4.44	58.53	ubiquitin specific peptidase 16
LOC101279107	FBLN2	-1.44	8.7	1031.69	fibulin 2
LOC101283348	NAA16	1.29	5.03	71.63	N-alpha-acetyltransferase 16, NatA auxiliary subunit
LZTS3	LZTS3	-1.35	5.71	142.72	leucine zipper tumor suppressor family member 3
LOC101278255	HK2	2.02	4.41	52.25	hexokinase 2
LOC101269843	C4BPB	4.46	1.77	8.86	complement component 4 binding protein alpha
LOC101282629	SEMA4A	3.19	3.79	35.05	semaphorin 4A
ATP5PB	ATP5PB	1.77	4.37	54.95	ATP synthase peripheral stalk-membrane subunit b
LOC101286722	ZBTB7A	-1.29	7.34	457.04	zinc finger and BTB domain containing 7A
LOC101283776	CTDP1	-1.14	6.36	218.27	CTD phosphatase subunit 1
LOC101279141	PARP12	-1.55	5.93	159.21	poly(ADP-ribose) polymerase family member 12
LOC101284289	REPIN1	-1.21	4.9	84.27	replication initiator 1
LOC101275651	SART1	-1.14	6.43	237.93	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP
LOC101275066	NOTCH4	-1.82	5.41	98.45	notch receptor 4
LOC125961140	LOC125961140	-1.62	5.14	134.81	uncharacterized LOC125961140
LOC101277750	FOXP4	-1.29	6.24	200.1	forkhead box P4
CCN1	CCN1	-1.6	5.44	100.64	cellular communication network factor 1
LOC101282238	CMPK2	-1.2	5.89	151.7	cytidine/uridine monophosphate kinase 2
LOC117203302	LOC117203302	5.31	2.05	14.08	protein piccolo-like
LOC101281571	HELLS	2.59	3.26	24.12	helicase, lymphoid specific
LOC101277426	LOC101277426	1.75	3.58	29.45	cytochrome b5 reductase 4
LOC101289781	ACADSB	2.62	2.84	22.53	acyl-CoA dehydrogenase short/branched chain
LOC101287899	LRRC47	-1.2	6.41	216.29	leucine rich repeat containing 47
LOC101283231	SLC35A5	2.23	3.01	24.06	solute carrier family 35 member A5
LOC101277705	PHRF1	-1.9	8.57	1013.32	PHD and ring finger domains 1
TARS1	TARS1	1.34	5.67	125.8	threonyl-tRNA synthetase 1
LOC125960724	LOC125960724	-1.97	4.08	77.9	basic proline-rich protein-like
LOC101287842	SAR1B	1.41	4.51	76.76	secretion associated Ras related GTPase 1B
LOC101281987	RHOB	-1.37	6.83	401.4	ras homolog family member B
LOC101286283	BCAR1	-1.37	6.14	185.58	BCAR1 scaffold protein, Cas family member
LOC101270405	SPATA2L	-1.53	5.84	164.82	spermatogenesis associated 2 like
LOC101279890	FBRS	-1.4	6.56	251.83	fibrosin
LOC101273842	PRR12	-1.41	8.1	702.05	proline rich 12
LOC101271448	MPHOSPH9	1.5	4.31	79.68	M-phase phosphoprotein 9
LOC101289307	NUP62	-1.13	6.11	188.94	nucleoporin 62
LOC101288789	PHKB	1.11	5.98	155.28	phosphorylase kinase regulatory subunit beta
LOC101279993	WNT3	4.47	3.15	28.8	Wnt family member 3
LOC101272268	CACNB3	-1.41	4.28	50.94	calcium voltage-gated channel auxiliary subunit beta 3
LOC101269177	FSTL4	6.2	2.47	14.41	follistatin like 4
LOC101273359	ADAMTS9	-1.26	6.82	284.79	ADAM metallopeptidase with thrombospondin type 1 motif 9
LOC101288948	SGO2	3.31	2.59	13.83	shugoshin 2
LOC101272316	CRIM1	-1.86	8.22	673.09	cysteine rich transmembrane BMP regulator 1
LOC101289651	FMN1	2.37	5.37	120.14	formin 1
LOC101278753	RTTN	1.38	4.96	74.17	rotatin
LOC101270995	DPY19L3	1.75	3.67	42.52	dpy-19 like C-mannosyltransferase 3
LOC101272821	DPP4	1.96	4.77	85.96	dipeptidyl peptidase 4
LOC101273796	RPS6KA2	-1.31	6.48	212.77	ribosomal protein S6 kinase A2
LOC101276523	GALNT6	3.11	4.83	65.39	polypeptide N-acetylgalactosaminyltransferase 6
LOC101287409	GPD2	1.05	5.58	104.01	glycerol-3-phosphate dehydrogenase 2
LOC101279605	CBLL1	1.73	3.8	38.97	Cbl proto-oncogene like 1
IRAG1	IRAG1	-1.67	6.49	230.2	inositol 1,4,5-triphosphate receptor associated 1
LOC101273791	HS6ST1	-1.39	5.57	93.99	heparan sulfate 6-O-sulfotransferase 1
LOC101279361	LRPPRC	1.48	5.57	124.1	leucine rich pentatricopeptide repeat containing
LOC101285838	RBM47	2.28	4.06	46.25	RNA binding motif protein 47
LOC101269970	GAPT	5.06	1.34	6.76	GRB2 binding adaptor protein, transmembrane
LOC101284969	DNAJC28	5.24	1.4	7	DnaJ heat shock protein family (Hsp40) member C28
LOC101285018	GLT1D1	3.02	4.13	47.93	glycosyltransferase 1 domain containing 1
LOC117197709	FAM200B	4.15	1.89	10.76	family with sequence similarity 200 member B
LOC101286755	RELN	1.58	4.41	57.54	reelin
C14H1orf198	C14H1orf198	-1.31	7.58	673.48	chromosome 14 C1orf198 homolog
LOC101280738	RALGPS2	1.45	4.67	79.41	Ral GEF with PH domain and SH3 binding motif 2
LOC101269988	APBB1	-1.29	6.29	195.67	amyloid beta precursor protein binding family B member 1
LOC101285959	CCDC7	1.54	5.49	127.31	coiled-coil domain containing 7
LOC101277960	MAN1A1	-1.37	5.93	154.59	mannosidase alpha class 1A member 1
LOC101280989	TPBG	-1.38	5.06	88.45	trophoblast glycoprotein
LOC101278502	RIC3	2.87	2.4	17.55	RIC3 acetylcholine receptor chaperone
LOC101280148	ST3GAL2	-1.24	5.44	114.69	ST3 beta-galactoside alpha-2,3-sialyltransferase 2
LOC101284355	PPP2R5C	1.29	4.62	75.12	protein phosphatase 2 regulatory subunit B'gamma
LOC101290041	NUMBL	-1.26	6.6	260.82	NUMB like endocytic adaptor protein
GARIN5A	GARIN5A	5.34	1.37	7.97	golgi associated RAB2 interactor 5A
LOC101279898	LINS1	1.75	3.55	33.12	lines homolog 1
LOC101282100	HSDL1	1.56	4.5	63.3	hydroxysteroid dehydrogenase like 1
LOC101283233	PRKCZ	3.39	2.79	19.66	protein kinase C zeta
LOC101281440	SOX30	3.87	1.92	9.69	SRY-box transcription factor 30
LOC101289334	ENGASE	-1.11	5.08	77.49	endo-beta-N-acetylglucosaminidase
LOC101280919	KCNJ2	3.15	3.07	27.11	potassium inwardly rectifying channel subfamily J member 2
LOC101275379	PPIP5K2	1.52	4.67	58.78	diphosphoinositol pentakisphosphate kinase 2
VSIR	VSIR	-1.57	6.68	268.26	V-set immunoregulatory receptor
LOC101284395	TNC	-1.31	9.53	1817.13	tenascin C
LOC101282652	ALDH1B1	5.38	1.65	9.57	aldehyde dehydrogenase 1 family member B1
LOC101289336	VPREB3	4.62	2.08	13.2	V-set pre-B cell surrogate light chain 3
LOC101289609	QSER1	1.14	5.23	146.73	glutamine and serine rich 1
SLC66A2	SLC66A2	-1.57	5.95	163.37	solute carrier family 66 member 2
LOC101283825	POLR3B	1.17	5.17	85.1	RNA polymerase III subunit B
LOC101289281	CAPN10	-1.18	5.01	79.38	calpain 10
LOC101287586	SEC24A	1.3	4.93	89.25	SEC24 homolog A, COPII coat complex component
LOC101289028	CDC42BPB	-1.1	8.6	891.25	CDC42 binding protein kinase beta
LOC101288197	KHNYN	-1.27	7.07	368.42	KH and NYN domain containing
LOC101288917	KIF24	2.71	2.83	20.41	kinesin family member 24
LOC101274985	PRDX1	1.22	6.07	163.32	peroxiredoxin 1
LOC101286138	CNGA3	4.39	1.92	12.01	cyclic nucleotide gated channel subunit alpha 3
LOC101272445	ZFHX3	-1.09	7.86	590.47	zinc finger homeobox 3
LOC101283598	CKMT1B	3.79	3.8	30.26	creatine kinase, mitochondrial 1B
LOC101269603	TPST2	-1.31	4.76	64.68	tyrosylprotein sulfotransferase 2
LOC101282260	NAP1L3	6.36	1.64	8.6	nucleosome assembly protein 1 like 3
LOC101273451	UBA7	-1.49	5.03	80.02	ubiquitin like modifier activating enzyme 7
LOC101283923	APTX	1.47	3.49	43.19	aprataxin
LOC101286489	F13A1	2.84	3.93	41.16	coagulation factor XIII A chain
LOC101270109	BRD3	-1.18	6.61	228.96	bromodomain containing 3
LOC101288071	CBX4	-1.08	4.98	83.88	chromobox 4
LOC101290453	EEA1	1.25	4.96	112.02	early endosome antigen 1
LOC101288394	HADH	1.04	5.13	103.78	hydroxyacyl-CoA dehydrogenase
LOC101277994	EDN1	-2.05	4.4	60	endothelin 1
LOC101269193	HNRNPU	-1.12	8.39	957.41	heterogeneous nuclear ribonucleoprotein U
LOC101272513	THAP3	-1.33	5.61	87.25	THAP domain containing 3
LOC101272428	IKBKG	-1.21	5.34	101.26	inhibitor of nuclear factor kappa B kinase regulatory subunit gamma
LOC101281584	SYNM	-1.22	6.62	274.59	synemin
LOC101289536	POLA1	1.12	5.78	123.6	DNA polymerase alpha 1, catalytic subunit
LOC101287503	UFSP2	-1.65	4.65	67.13	UFM1 specific peptidase 2
LOC101278572	LOC101278572	2.42	4.5	55.85	histone H2B type 1-C/E/F/G/I-like
LOC101279636	TRAF1	-1.12	6.41	271.43	TNF receptor associated factor 1
LOC101283049	SLC13A1	4.14	1.8	16.97	solute carrier family 13 member 1
LOC101288913	JUN	-1.49	5.38	114.14	Jun proto-oncogene, AP-1 transcription factor subunit
LOC101286585	POFUT2	-1.27	4.77	68.86	protein O-fucosyltransferase 2
LOC101289340	WDR75	1.39	5.22	95.79	WD repeat domain 75
LOC101278695	PLK4	2.26	2.58	15.89	polo like kinase 4
LOC101275438	AGRN	-1.74	7.6	497.07	agrin
LOC101282360	POSTN	1.86	7.96	986.16	periostin
LOC101284571	RGL2	-1.21	7.63	420.13	ral guanine nucleotide dissociation stimulator like 2
LOC101274797	ZDHHC13	1.78	3.76	28.77	zinc finger DHHC-type palmitoyltransferase 13
LOC101272322	BNIPL	3.27	3.13	18.51	BCL2 interacting protein like
LOC101269305	RUSC2	-1.6	7.17	359.67	RUN and SH3 domain containing 2
LOC101272068	FGFR2	2.7	4.91	87.35	fibroblast growth factor receptor 2
LOC101286330	MDK	-1.44	4.41	54.17	midkine
LOC101277271	RNF111	1.23	5.21	91.44	ring finger protein 111
LOC101287322	SCARF2	-1.49	5.85	137.88	scavenger receptor class F member 2
LOC101288046	CSNK2B	1.43	4.66	73.41	casein kinase 2 beta
NKAPD1	NKAPD1	1.85	3.09	26.56	NKAP domain containing 1
LOC101269683	SH3BP2	-1.48	6.48	238.77	SH3 domain binding protein 2
LOC101276922	SPACA6	-1.37	5.57	124.86	sperm acrosome associated 6
LOC101274347	DYRK1B	-1.2	5.42	97.92	dual specificity tyrosine phosphorylation regulated kinase 1B
LOC125961279	LOC125961279	-2.96	2.91	21.43	translation initiation factor IF-2-like
LOC101277904	NFKBIE	-1.62	4.08	42.13	NFKB inhibitor epsilon
LOC101280814	MEX3C	-1.2	5.68	139.91	mex-3 RNA binding family member C
LOC101278774	KIF9	2.36	2.2	15.02	kinesin family member 9
LOC101278015	CCDC102B	1.93	5.38	125.54	coiled-coil domain containing 102B
LOC101270881	ARHGEF40	-1.45	7.03	336.88	Rho guanine nucleotide exchange factor 40
LOC101287004	APOLD1	-1.75	3.26	25.31	apolipoprotein L domain containing 1
LOC101282116	CDC14B	1.3	4.6	54.89	cell division cycle 14B
LOC125963834	LOC125963834	3.43	3.33	29.66	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101271962	ATG4C	1.71	3.5	29.14	autophagy related 4C cysteine peptidase
LOC101288865	ZNF408	-1.45	4.39	54.79	zinc finger protein 408
LOC101288152	ERBB3	2.66	4.5	56.7	erb-b2 receptor tyrosine kinase 3
LOC101272883	AFDN	-1.32	7.95	561.35	afadin, adherens junction formation factor
LOC101283976	SPAG7	-1.16	6.18	159.64	sperm associated antigen 7
LOC101279292	ADGRL3	-1.64	5.47	119.44	adhesion G protein-coupled receptor L3
LOC101271805	ALPK1	1.53	5.24	87.23	alpha kinase 1
LOC101288441	PCSK1N	-1.59	8.6	958.07	proprotein convertase subtilisin/kexin type 1 inhibitor
LOC101285387	DENND2D	2.16	3.6	27.61	DENN domain containing 2D
LOC101273964	COL5A3	-1.65	9.46	1652.77	collagen type V alpha 3 chain
LOC101273458	LOC101273458	2.68	1.8	8.26	protein NipSnap homolog 3A-like
LOC101278626	LOC101278626	3.18	2.88	20.16	NACHT and WD repeat domain containing 2
LOC101288023	MPEG1	3.86	2.41	11.95	macrophage expressed 1
LOC101278819	CSRNP2	-1.23	6.5	188.38	cysteine and serine rich nuclear protein 2
LOC101272540	HTR7	-1.7	4.15	42.43	5-hydroxytryptamine receptor 7
LOC101287918	SH2B3	-1.1	5.71	157.78	SH2B adaptor protein 3
LOC101288626	GPR20	-4.12	1.61	7.52	G protein-coupled receptor 20
LOC101284808	MAPK7	-1.49	5.25	95.14	mitogen-activated protein kinase 7
LOC101272997	FLOT2	-1.2	7.02	342.54	flotillin 2
LOC101280913	TYMS	3.7	2.54	14.69	thymidylate synthetase
LOC101290147	FAM219A	-1.34	5.92	159.79	family with sequence similarity 219 member A
LOC101280273	CX3CL1	-1.81	5.57	124.09	C-X3-C motif chemokine ligand 1
LOC101284731	LOC101284731	4.06	2.93	22.91	histone H2A type 1-H
LOC101290006	LAMA2	1.58	7.77	524.7	laminin subunit alpha 2
LOC101285047	ZNF786	-1.12	4.99	83.72	zinc finger protein 786
LOC101289927	EPN1	-1.09	7.69	455.92	epsin 1
LOC101282362	CCDC71L	-1.43	4.01	42.2	coiled-coil domain containing 71 like
CASTOR1	CASTOR1	-1.45	6.03	171	cytosolic arginine sensor for mTORC1 subunit 1
LOC101275492	PDLIM7	-1.21	6.35	178.61	PDZ and LIM domain 7
LOC101280395	HRCT1	-1.43	4.93	80.26	histidine rich carboxyl terminus 1
LOC101286133	KPNA2	1.83	4.32	46.46	karyopherin subunit alpha 2
CYRIB	CYRIB	1.96	4.06	62.3	CYFIP related Rac1 interactor B
LOC101269607	MRPS26	-1.38	4.24	47.09	mitochondrial ribosomal protein S26
LOC101276982	CHML	1.67	2.67	31.07	CHM like Rab escort protein
LOC101270320	OPCML	4.85	2.48	15.09	opioid-binding protein/cell adhesion molecule
LOC101287379	GPR146	-2.02	3.23	25.21	G protein-coupled receptor 146
LOC101277970	ARAP2	2.44	4.26	45.28	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
LOC101281303	TRAF2	-1.37	5.94	135.64	TNF receptor associated factor 2
LOC101270814	MPP7	1.85	5.24	98.1	MAGUK p55 scaffold protein 7
LOC101270199	OST4	2.41	3.08	21.15	oligosaccharyltransferase complex subunit 4, non-catalytic
LOC117197715	LOC117197715	4.17	4.67	82.36	uncharacterized LOC117197715
LOC101270799	KCNK2	3.89	4.08	39.83	potassium two pore domain channel subfamily K member 2
LOC101289528	CHEK2	2.42	2.82	27.12	checkpoint kinase 2
LOC101272795	PDGFRB	-1.5	8.23	606.7	platelet derived growth factor receptor beta
LOC101283378	METTL15	2.09	2.65	19.69	methyltransferase like 15
LOC101269992	GAB2	-1.15	6.87	316.45	GRB2 associated binding protein 2
LOC101278968	SCML2	2.15	3.1	19.47	Scm polycomb group protein like 2
LOC101274847	ALDH1A2	4.31	1.75	9.26	aldehyde dehydrogenase 1 family member A2
LOC101288427	MYRIP	-1.39	6.51	242.04	myosin VIIA and Rab interacting protein
LOC101278903	TPPP2	4.99	0.92	5.07	tubulin polymerization promoting protein family member 2
LOC101284015	FBXW9	-1.44	3.73	32.63	F-box and WD repeat domain containing 9
LOC101277413	ITGB6	4.83	2.24	16.02	integrin subunit beta 6
LOC101289225	Oror-DMA	3.24	2.98	20.17	HLA class II histocompatibility antigen, DM alpha chain
LOC101276492	IL17RA	-1.39	6.71	248.21	interleukin 17 receptor A
LOC101282781	MANEA	1.75	3.76	51.12	mannosidase endo-alpha
LOC101272353	HSPG2	-1.59	10.73	3902.93	heparan sulfate proteoglycan 2
LOC101281155	ITPR2	1.5	6.92	320.32	inositol 1,4,5-trisphosphate receptor type 2
LOC101286590	ASB4	3.19	3.03	20.27	ankyrin repeat and SOCS box containing 4
LOC101282949	MRPL13	2.84	2.5	15.05	mitochondrial ribosomal protein L13
LOC101284646	PSMB6	1.59	4.43	52.55	proteasome 20S subunit beta 6
LOC101270500	GPATCH11	1.86	4.32	40.8	G-patch domain containing 11
LOC101278321	FKBP3	2.15	2.67	21.22	FKBP prolyl isomerase 3
LOC101283638	RNF220	-1.01	7.38	340.42	ring finger protein 220
LOC101282033	CDK19	1.48	3.68	56.14	cyclin dependent kinase 19
LOC101279433	PPP1R9B	-1.09	7.82	482.89	protein phosphatase 1 regulatory subunit 9B
LOC101284148	GJA4	-1.99	4.62	60.39	gap junction protein alpha 4
LOC101280193	IQSEC1	-1.27	7.76	483.46	IQ motif and Sec7 domain ArfGEF 1
LOC101281700	FRRS1	2.24	3.04	26.36	ferric chelate reductase 1
LOC101282618	CHST1	-2.03	4.43	84.53	carbohydrate sulfotransferase 1
LOC101287295	PPP2R2D	-0.97	6.08	152.14	protein phosphatase 2 regulatory subunit Bdelta
LOC101287956	RBM42	-1.05	5.67	123.79	RNA binding motif protein 42
LOC101272578	UBLCP1	1.88	3.66	25.44	ubiquitin like domain containing CTD phosphatase 1
LOC101287016	COL20A1	-1.85	4.57	56.11	collagen type XX alpha 1 chain
LOC101270030	BAIAP2L1	2.66	3.72	46.39	BAR/IMD domain containing adaptor protein 2 like 1
LOC101286445	VEZT	1.58	4.27	44.41	vezatin, adherens junctions transmembrane protein
LOC101273942	CAMKV	4.59	1.63	9.07	CaM kinase like vesicle associated
LOC101280828	SH2D3C	-1.47	4.78	70.03	SH2 domain containing 3C
LOC101287109	TMLHE	2.47	2.94	18.67	trimethyllysine hydroxylase, epsilon
LOC101277613	MAFF	-1.82	4.25	44.59	MAF bZIP transcription factor F
LOC101280725	MIEF2	-1.54	5.06	76.9	mitochondrial elongation factor 2
LOC125965380	LOC125965380	2.02	4.17	72.3	cyclin-G1-like
CCN6	CCN6	5.17	1.04	5.88	cellular communication network factor 6
LOC101280156	ABCA5	2.57	2.51	21.23	ATP binding cassette subfamily A member 5
LOC101289754	CPSF2	1.31	4.76	64.89	cleavage and polyadenylation specific factor 2
LOC101277631	CDK18	-1.73	4.13	40.39	cyclin dependent kinase 18
LOC101278375	CDCP1	2.3	4.42	84.81	CUB domain containing protein 1
LOC101277403	NRBP2	-1.25	6.17	204.72	nuclear receptor binding protein 2
LOC101279386	TBL1XR1	1.21	5.91	151.7	TBL1X/Y related 1
MRTFA	MRTFA	-1.41	8.79	798.1	myocardin related transcription factor A
LOC101276788	MLANA	5.39	2.12	9.82	melan-A
LOC125960235	LOC125960235	3.1	3.99	35.22	uncharacterized LOC125960235
LOC101287798	PDHB	1.26	5.12	77.34	pyruvate dehydrogenase E1 subunit beta
LOC101284049	PPP1R16A	-1.5	5.2	80.97	protein phosphatase 1 regulatory subunit 16A
LOC101271160	NKD1	-1.94	4.55	58.75	NKD inhibitor of WNT signaling pathway 1
LOC101287486	KIF7	-1.48	6.08	168.51	kinesin family member 7
LOC101289755	EIF5	1.03	6.43	434.62	eukaryotic translation initiation factor 5
