gene_id	gene_name	log2FoldChange	log2CPM	baseMean	description
LOC101270940	DRD5	-5.4	1.85	20.35	dopamine receptor D5
LOC125965241	LOC125965241	-5.91	2.96	33.35	endogenous retrovirus group K member 7 Env polyprotein-like
LOC125961671	LOC125961671	-5.62	2.27	30.17	putative POM121-like protein 1
LOC101277127	HTR4	-4.36	2	14.73	5-hydroxytryptamine receptor 4
LOC101272724	SHISA7	-5.54	2.2	18.05	shisa family member 7
LOC101274122	GCGR	-7.12	1.12	7.39	glucagon receptor
LOC101278513	MCOLN2	-6.62	1.31	8.79	mucolipin TRP cation channel 2
LOC101288425	ELAVL3	-4.7	1.45	10.81	ELAV like RNA binding protein 3
LOC101270565	MEI1	-4.65	2.56	20.49	meiotic double-stranded break formation protein 1
LOC125962188	LOC125962188	-7.15	3.14	52	leucine-rich repeat-containing protein 37B-like
LOC101289297	NRXN1	-3.1	3.41	29.54	neurexin 1
LOC101276178	TEX101	-7.31	1.51	10.6	testis expressed 101
LOC101278389	PRTN3	-6.96	1.51	9.81	myeloblastin
LOC101272221	LOC101272221	2.42	7.35	489.43	CD36 molecule
LOC101288156	LOC101288156	-2.97	2.31	19.55	translationally-controlled tumor protein-like
LOC101277623	LOC101277623	-7.35	0.84	7.14	2'-5'-oligoadenylate synthase 1-like
LOC101285977	LHX8	-5.47	1	6.9	LIM homeobox 8
LOC101283152	EGF	-5.36	1.47	15.72	epidermal growth factor
LOC101273060	LOC101273060	-3.74	3	46.79	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
LOC101287470	LRRC38	-7.99	1.58	10.13	leucine rich repeat containing 38
LOC101273930	STPG3	-7.93	2.01	15.01	sperm-tail PG-rich repeat containing 3
LOC101273057	NOS1	-8.63	2.25	17.57	nitric oxide synthase 1
LOC101273101	CABS1	-7	0.72	5.38	calcium binding protein, spermatid associated 1
LOC101280941	LRRIQ1	-4.4	3.77	42.5	leucine rich repeats and IQ motif containing 1
LOC101276477	LOC101276477	-6.27	0.74	6.29	cytoplasmic protein NCK1-like
LOC101285165	CD8A	-6.57	2.12	15.49	CD8a molecule
LOC101273854	JAKMIP1	-6.89	1.64	10.34	janus kinase and microtubule-interacting protein 1
LOC101274386	SEMA3E	-3.61	2.52	19.3	semaphorin 3E
LOC125960854	LOC125960854	-7.41	2.55	23.25	metabotropic glutamate receptor 7-like
LOC101270994	AGBL1	-7.08	2.37	22.27	AGBL carboxypeptidase 1
LOC101284271	LOC101284271	-5.83	1.26	8.35	negative elongation factor D-like
LOC101287882	Oror-DOB	-3.83	2.35	18.69	HLA class II histocompatibility antigen, DO beta chain
LOC101278508	CDX2	-6.78	1.04	9.42	caudal type homeobox 2
RIPOR2	RIPOR2	-3.13	3.15	31.36	RHO family interacting cell polarization regulator 2
LOC101277135	PAX3	-4.58	3.39	36.64	paired box 3
LOC101285023	LOC101285023	-7.59	1.35	10.9	craniofacial development protein 1-like
LOC101286185	LBX1	-6.78	0.91	7.92	ladybird homeobox 1
LOC101289447	NLRP9	-5.21	1.79	13.08	NLR family pyrin domain containing 9
LOC101271552	RD3L	-6.99	0.62	5.55	RD3 like
LOC101273113	LOC101273113	-6.42	1.23	9.63	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8A-like
LOC101275679	SEC14L5	-4.86	2.38	18.01	SEC14 like lipid binding 5
LOC117197541	FCRLA	-5.99	1.11	7.47	Fc receptor like A
LOC101287731	EXD1	-4.06	1.92	13.9	exonuclease 3'-5' domain containing 1
LOC101281112	LOC101281112	-5.8	1.9	13.6	52 kDa repressor of the inhibitor of the protein kinase-like
LOC101278772	SPDYC	-6.15	1.93	18.02	speedy/RINGO cell cycle regulator family member C
LOC125963653	LOC125963653	-4.34	2.2	50.91	uncharacterized LOC125963653
LOC101283615	SLC25A48	-4.28	3.55	42.75	solute carrier family 25 member 48
LOC101278659	PENK	-5.2	0.74	5.84	proenkephalin
LOC101282404	TLE7	-5.59	1.19	8.84	TLE family member 7
LOC101275256	NUGGC	-5.3	1.91	13.38	nuclear GTPase, germinal center associated
LOC101283187	KCNA10	-6.84	0.58	5.57	potassium voltage-gated channel subfamily A member 10
LOC101282896	LOC101282896	-5.09	1.41	9.44	heterogeneous nuclear ribonucleoprotein H3-like
LOC101273543	DNAH5	-2.79	4.84	91.63	dynein axonemal heavy chain 5
LOC101278247	SDR9C7	-6.63	1.47	10.03	short chain dehydrogenase/reductase family 9C member 7
LOC101285212	ATP13A5	-8.6	2.25	17.37	ATPase 13A5
LOC101288822	GABRB2	-3.54	2.42	17.68	gamma-aminobutyric acid type A receptor subunit beta2
LOC101283738	ACE2	-2.64	3.2	30.23	angiotensin converting enzyme 2
LOC101284402	CNFN	3.81	4.94	87.51	cornifelin
LOC125965573	LOC125965573	-4.71	3.9	79.4	uncharacterized LOC125965573
LOC101290007	MS4A1	-6.47	1.41	12	B-lymphocyte antigen CD20
LOC101281900	IGFBPL1	-6.63	1.05	8.46	insulin like growth factor binding protein like 1
LOC101278737	LOC101278737	-7.32	0.86	7.03	solute carrier family 7 member 13-like
LOC101279068	NOX5	-6.25	1.79	13.71	NADPH oxidase 5
LOC101273578	TBX21	-7.33	1.02	7.38	T-box transcription factor 21
LOC101281028	SPATA31D1	-2.49	3.45	35.67	spermatogenesis-associated protein 31D4
LOC101283258	AHSG	-5.5	1.38	9.64	alpha 2-HS glycoprotein
JHY	JHY	-5.85	0.83	7.48	junctional cadherin complex regulator
LOC101275959	LOC101275959	-6.06	0.96	7.22	60S ribosomal protein L32-like
LOC101277203	LOC101277203	-3.57	3.13	36.64	protein-lysine methyltransferase METTL21E
LOC101278488	PSKH2	-7.08	0.71	5.98	protein serine kinase H2
LOC101278771	GPR149	-6.8	1.41	10.12	G protein-coupled receptor 149
LOC101288295	LOC101288295	-6.1	1.1	7.85	phosphorylase b kinase regulatory subunit beta-like
LOC101282051	DCC	-4.7	2	14.12	netrin receptor DCC
LOC101282519	DNAH11	-2.64	4.27	71.8	dynein axonemal heavy chain 11
LOC101286105	ADGRD2	-5.87	1.3	8.5	adhesion G protein-coupled receptor D2
LOC101269443	ARX	-5.05	1.93	17.07	aristaless related homeobox
CIROP	CIROP	-6.44	1.13	10.14	ciliated left-right organizer metallopeptidase
LOC101288988	SAMD7	-7.27	1.28	8.57	sterile alpha motif domain containing 7
LOC101275381	LOC101275381	-6.86	1.25	12.23	rho GTPase-activating protein 12-like
LOC101271998	ALPK2	-2.47	3.27	31.96	alpha kinase 2
LOC101272041	LOC101272041	-6.89	1.45	12.26	lysine-rich nucleolar protein 1-like
LOC101277572	PACSIN1	-5.23	1.71	12.82	protein kinase C and casein kinase substrate in neurons 1
LOC101290143	CHRM5	-6.38	1.43	9.6	cholinergic receptor muscarinic 5
LOC101275086	GLIPR2	-2.45	3.43	36.09	GLI pathogenesis related 2
LOC101270907	ATP12A	-4.48	2.11	15.25	ATPase H+/K+ transporting non-gastric alpha2 subunit
LOC101285701	SYNPO2L	-2.32	3.66	39.1	synaptopodin 2 like
LOC101282595	LOC101282595	-6.54	0.62	6.33	RNA-binding motif protein, X-linked 2-like
LOC101287286	MYLK3	-3.26	2.96	27.69	myosin light chain kinase 3
LOC125960637	LOC125960637	-7.01	0.77	5.46	uncharacterized LOC125960637
LOC101281536	LOC101281536	-4.74	0.88	7.46	aldo-keto reductase family 1 member C3-like
LOC101274491	BAI1	-3.18	2.41	17.78	adhesion G protein-coupled receptor B1
LOC101284715	IKZF3	-5.07	2.25	25.09	IKAROS family zinc finger 3
LOC101276666	LCNL1	-6.25	1.1	8.57	lipocalin like 1
LOC101279805	GPA33	-7.52	1.23	7.54	glycoprotein A33
CCDC198	CCDC198	-6.84	2	18.17	coiled-coil domain containing 198
LOC101284915	B3GNT8	3.55	4.01	46.22	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8
LOC101271366	LOC101271366	-3.71	1.51	10.48	olfactory receptor 1509
LOC101278750	NLRP10	-7.47	1.1	8.06	NLR family pyrin domain containing 10
LOC101288495	PDHA2	-7.56	1.12	8.29	pyruvate dehydrogenase E1 subunit alpha 2
LOC101285910	LOC101285910	-4.95	0.92	6.59	AT-rich interactive domain-containing protein 1A-like
LOC101273737	ABCA4	-3.08	3.22	31.63	ATP binding cassette subfamily A member 4
LOC101289735	CHGB	-5.03	1.19	8.48	chromogranin B
LOC101284777	LOC101284777	-6.21	1.24	10.21	inositol polyphosphate 5-phosphatase OCRL-like
LOC101286756	GRM1	-4.39	2.42	15.45	glutamate metabotropic receptor 1
LOC101271327	LOC101271327	-5.74	2.21	25.96	NF-kappa-B-repressing factor-like
LOC101269905	CNPY1	-6.58	1.64	11.38	canopy FGF signaling regulator 1
LOC101286904	LCTL	-5.77	2	14.72	lactase like
LOC101274437	ATP2B2	-2.99	3.5	36.53	ATPase plasma membrane Ca2+ transporting 2
LOC101270449	PIGQ	1.67	5.12	102.71	phosphatidylinositol glycan anchor biosynthesis class Q
LOC101277401	PDE6B	-6.24	1.17	10	phosphodiesterase 6B
TAFA2	TAFA2	-5.62	1.77	12	TAFA chemokine like family member 2
LOC101277502	GABRB1	-4.1	2.42	20.51	gamma-aminobutyric acid type A receptor subunit beta1
LOC101273074	SLC4A10	-8.37	1.77	21.43	solute carrier family 4 member 10
LOC101286776	LOC101286776	-5.81	0.67	5.42	histone deacetylase 2-like
LOC101283183	IL26	-8.08	1.57	10.98	interleukin 26
LOC101286593	LOC101286593	-6.06	1.29	9.55	E3 ubiquitin-protein ligase RLIM-like
LOC101273457	NKPD1	2.29	5.43	131.04	NTPase KAP family P-loop domain containing 1
LOC101279290	TTBK1	-5.69	2.31	22.88	tau tubulin kinase 1
LOC101281458	FHL5	-4.15	1.57	10.52	four and a half LIM domains 5
LOC101287836	HNF4G	-6.98	1.15	8.22	hepatocyte nuclear factor 4 gamma
LOC101271109	ALDOB	-5.33	2.01	14.17	aldolase, fructose-bisphosphate B
LOC101274097	SULT1E1	-7.03	1.09	8.11	sulfotransferase family 1E member 1
LOC101286432	MYBPC2	-2.72	3.2	30.71	myosin binding protein C2
LOC101286389	CDH10	-6.86	1.24	10.35	cadherin-10
LOC101283016	LOC101283016	-5.84	0.77	6.04	putative zinc finger protein 487
LOC101282231	TMEM74B	-6.9	2.19	15.58	transmembrane protein 74B
C1H1orf54	C1H1orf54	-4.52	2.31	18.18	chromosome 1 C1orf54 homolog
LOC101276400	LOC101276400	-3.52	4.02	54.03	coiled-coil domain-containing protein 162-like
LOC101283230	FAT3	-2.24	4.48	70.04	FAT atypical cadherin 3
LOC101287885	TLL2	-3.85	2.38	18.16	tolloid like 2
LOC101270980	MMP1	-6.38	1.19	9.52	matrix metallopeptidase 1
LOC101288994	DCDC2	-4.53	1.68	13.1	doublecortin domain containing 2
C16H20orf173	C16H20orf173	-4.5	2.25	17.46	chromosome 16 C20orf173 homolog
LOC101276691	ZBED2	-7.24	1.44	8.69	zinc finger BED-type containing 2
LOC101280170	LOC101280170	-6.99	1.69	11.55	protein FAM50A-like
LOC101287292	EIF4E1B	-7.29	1.03	6.52	eukaryotic translation initiation factor 4E family member 1B
LOC101286216	RLBP1	-6.94	1.95	19.75	retinaldehyde binding protein 1
LOC101282384	GDF2	-6.99	0.89	6.31	growth differentiation factor 2
LOC101287201	THEM5	-6.94	3	29.81	thioesterase superfamily member 5
LOC101278958	MOG	-5.88	1.22	9.98	myelin oligodendrocyte glycoprotein
LOC101278591	JAKMIP2	-4.57	2.14	15.83	janus kinase and microtubule interacting protein 2
LOC101281936	HAPLN1	-4.96	0.87	6.98	hyaluronan and proteoglycan link protein 1
LOC101269656	LIPI	-4.89	2.92	25.92	lipase I
LOC101275183	EDDM3B	-5.25	1.01	7.76	epididymal protein 3B
LOC101281852	LOC101281852	-5.72	1.22	7.98	40S ribosomal protein S2-like
LOC101282656	SLC2A7	-5.87	1.2	8.23	solute carrier family 2 member 7
LOC101278036	UMODL1	-3.47	1.77	11.67	uromodulin like 1
LOC101279872	ABCG5	-4.88	1.73	11.44	ATP binding cassette subfamily G member 5
LOC101284858	SCN3B	-4.8	2.54	20.03	sodium voltage-gated channel beta subunit 3
LOC101274887	NKAIN2	-7.15	1.3	8.09	sodium/potassium transporting ATPase interacting 2
LOC117201273	LOC117201273	-6.59	0.96	6.96	riboflavin kinase-like
LOC101282508	LOC101282508	-7.01	1.78	11.88	protein PIP-1-like
LOC101273010	ADAM7	-8.33	1.92	13.98	ADAM metallopeptidase domain 7
LOC117199107	LOC117199107	-3.64	3.03	27.6	peroxisomal membrane protein 11A-like
LOC101279770	LOC101279770	-5.23	1.48	10.43	vomeronasal type-2 receptor 1-like
LOC101271283	SERPIND1	-6.02	0.84	6.4	serpin family D member 1
LOC101272309	SLC26A7	-4.88	1.56	12.66	solute carrier family 26 member 7
LOC101282652	ALDH1B1	-5.29	1.91	15.35	aldehyde dehydrogenase 1 family member B1
LOC101282573	ATP6V0A4	-5.32	1.98	15.15	ATPase H+ transporting V0 subunit a4
LOC101273693	ADAM11	-5.2	1.59	11.14	ADAM metallopeptidase domain 11
LOC101280181	CD2	-7.08	1.67	9.96	CD2 molecule
LOC101282848	SALL3	-5.73	1.42	10.44	spalt like transcription factor 3
C8H11orf65	C8H11orf65	-5.6	0.89	6.17	chromosome 8 C11orf65 homolog
LOC101274395	INPP5J	-6.57	1.7	14.98	inositol polyphosphate-5-phosphatase J
LOC117196471	LOC117196471	-7.75	1.22	8.76	small integral membrane protein 45
LOC101278282	LRRC4C	-3.31	3.51	32.27	leucine rich repeat containing 4C
LOC101270034	NKX2-1	-7.53	1.61	12.75	NK2 homeobox 1
LOC101289590	GADL1	-4.4	1.6	11.44	glutamate decarboxylase like 1
LOC101289104	SLC8A3	-3.7	2.9	27.29	solute carrier family 8 member A3
LOC101276211	LOC101276211	-6.66	0.84	8.22	T-cell receptor gamma chain C region C10.5
LOC101280972	FOXB2	-7.02	0.6	5.49	forkhead box B2
LOC101275752	TXNDC8	-3	3.28	36.35	thioredoxin domain-containing protein 8
LOC101287325	EMR1	-5.25	2.08	15.88	adhesion G protein-coupled receptor E1
LOC101270311	ZIC4	-4.73	2.17	20.14	Zic family member 4
LOC117198764	TMEM275	-8.46	1.96	15.12	transmembrane protein 275
LOC125963975	LOC125963975	-3.17	3.31	34.12	translation initiation factor IF-2-like
LOC101270056	RIMS2	-2.9	3.41	34.96	regulating synaptic membrane exocytosis 2
LOC101278549	CDH7	-4.84	2.16	15.42	cadherin 7
LOC101272455	ANKEF1	-4.45	1.62	13.65	ankyrin repeat and EF-hand domain containing 1
LOC101276888	LOC101276888	-4.94	0.95	6.9	dnaJ homolog subfamily A member 1-like
LOC101269787	EEPD1	2.84	6.44	278.47	endonuclease/exonuclease/phosphatase family domain containing 1
LOC101290471	KRT84	-5.37	1.87	14.23	keratin 84
LOC101282678	GRXCR2	-6.65	1.1	8.08	glutaredoxin and cysteine rich domain containing 2
LOC101278498	CDR1	-7.16	2.45	27.9	cerebellar degeneration-related antigen 1
LOC101282398	HRH2	-6.67	2.98	27.19	histamine receptor H2
LOC101273510	TPH1	-4.49	1.64	11.71	tryptophan hydroxylase 1
LOC101288814	SLCO1B3	-7.47	1.12	7.7	solute carrier organic anion transporter family member 1B3
LOC101270092	GJD3	-4.95	1.98	14.02	gap junction protein delta 3
LOC101288327	ARHGAP11A	-2.04	4.67	84.45	Rho GTPase activating protein 11A
LOC101272762	LOC101272762	-6.08	1.33	8.36	translocon-associated protein subunit gamma-like
LOC101277228	GPR61	-6.44	1.49	10.77	G protein-coupled receptor 61
LOC101289667	INSC	-4.07	1.22	8	INSC spindle orientation adaptor protein
LOC101284191	ENTHD1	-6.72	0.9	6.86	ENTH domain containing 1
LOC101288928	KCNJ3	-5.07	2.03	14.81	potassium inwardly rectifying channel subfamily J member 3
LOC117202511	LOC117202511	-5.25	1.4	11.87	uncharacterized LOC117202511
LOC101272737	ERMAP	-5.92	1.99	14.74	erythroblast membrane associated protein (Scianna blood group)
LOC101272436	FASLG	-6.33	1.5	9.79	Fas ligand
LOC125965398	LOC125965398	-4.78	3.68	66.16	uncharacterized LOC125965398
LOC101272746	OTOA	-3.72	2.83	24.16	otoancorin
LOC101283754	NT5C1B	-6.75	1.01	10.26	5'-nucleotidase, cytosolic IB
LOC101274107	LOC101274107	-3.8	3.98	54.5	olfactory receptor 2C1
LOC101279856	SLC26A4	-6.22	1.34	9.16	solute carrier family 26 member 4
LOC117197330	LOC117197330	-5.43	2.78	23.96	actin-related protein 2/3 complex subunit 1A-like
LOC101276415	USP26	-7.6	1.11	10.27	ubiquitin specific peptidase 26
LOC101275758	SLC30A10	-3.74	2.87	27.18	solute carrier family 30 member 10
LOC117200095	LOC117200095	-5.64	0.87	5.42	succinyl-CoA:3-ketoacid coenzyme A transferase 2, mitochondrial-like
LOC117196809	SPINK14	-5.11	2.12	15.81	serine protease inhibitor Kazal-type 14
LOC101284311	HSPA1L	-4.18	1.38	9.59	heat shock protein family A (Hsp70) member 1 like
LOC101288250	CACNG2	-6.24	0.97	6.96	calcium voltage-gated channel auxiliary subunit gamma 2
LOC101274827	STK32B	-5.93	1.44	8.82	serine/threonine kinase 32B
LOC101275909	SORCS3	-3.14	2.93	24.95	sortilin related VPS10 domain containing receptor 3
LOC101284739	TRIM50	-6.42	1.21	7.39	E3 ubiquitin-protein ligase TRIM50
LOC101277736	SLC34A1	-7.5	1.11	6.93	solute carrier family 34 member 1
LOC101271809	LOC101271809	-5.19	1.7	12.37	heterogeneous nuclear ribonucleoprotein A1-like
LOC101284118	NEUROG1	-7.53	1.04	8.77	neurogenin 1
LOC101277946	SULT4A1	-6.29	0.93	6.51	sulfotransferase family 4A member 1
LOC101287634	CACNA1E	-2.87	4.24	60.23	calcium voltage-gated channel subunit alpha1 E
LOC101276960	IL1R2	-2.9	3.06	40.72	interleukin 1 receptor type 2
LOC101269951	CXXC4	-7.04	1.81	12.98	CXXC finger protein 4
LOC101277142	SYCP1	-4.25	1.58	10.54	synaptonemal complex protein 1
LOC101290245	SLC24A4	-3.52	5.37	135.34	solute carrier family 24 member 4
LOC101282562	HMCN2	3.2	7.67	593.64	hemicentin 2
LOC101283283	ECEL1	-5.92	1.51	9.86	endothelin converting enzyme like 1
LOC105748200	LOC105748200	-6.35	1.74	11.73	heterogeneous nuclear ribonucleoprotein A1-like
LOC101276847	GABRR3	-6.05	1.01	10	gamma-aminobutyric acid type A receptor subunit rho3
LOC101284671	SLC17A1	-7.88	1.29	12.91	solute carrier family 17 member 1
LOC101287227	LOC101287227	-7.67	1.3	10.45	PRAME family member 12-like
LOC101273387	LOC101273387	-5.39	1.08	8.25	kelch-like protein 8
LOC125965600	LOC125965600	-5.58	1.05	8.57	transportin-1-like
LOC101290369	TCEAL5	-5.29	1.34	9.13	transcription elongation factor A protein-like 5
LOC101273242	INSRR	-3.58	2.27	15.58	insulin receptor related receptor
LOC101270281	ATF7IP2	-2.63	5.88	1197.31	activating transcription factor 7 interacting protein 2
LOC101281000	LOC101281000	-7.44	1.08	6.9	histone H2A type 1-A-like
LOC101277014	ZNF334	-3.62	2.32	16.34	zinc finger protein 334
ARSL	ARSL	-2.78	6.88	384.53	arylsulfatase L
LOC101269213	CADPS	-3.48	3.82	47.08	calcium dependent secretion activator
LOC125965575	LOC125965575	-3.5	5.62	2821.34	polypeptide N-acetylgalactosaminyltransferase 1-like
LOC101274292	FAM47E	-2.66	3.41	25.52	family with sequence similarity 47 member E
LOC101280342	LOC101280342	-6.98	0.97	9.51	G/T mismatch-specific thymine DNA glycosylase-like
LOC125962107	LOC125962107	-3.18	5.19	131.95	uncharacterized LOC125962107
LOC101282490	LAMA1	-2.84	4.06	59.6	laminin subunit alpha 1
LOC101285186	TOX2	-4.4	1.3	8.83	TOX high mobility group box family member 2
LOC101282045	UNC5D	-4	2.49	19.21	unc-5 netrin receptor D
LOC101278363	CASQ2	-6.04	1.15	7.86	calsequestrin 2
LOC125965234	LOC125965234	-7.28	0.91	6.98	tripartite motif-containing protein 64C-like
LOC101277700	SEMA4F	-6.79	1.07	11.18	ssemaphorin 4F
LOC101273580	SALL4	-3.94	4.16	62.39	spalt like transcription factor 4
LOC101279054	HTR1A	-7.8	1.17	10.9	5-hydroxytryptamine receptor 1A
LOC101269666	RTP5	-6.77	1.36	12.74	receptor transporter protein 5 (putative)
LOC117199632	LOC117199632	-3.04	4.28	85.1	uncharacterized LOC117199632
LOC101288023	MPEG1	-3.97	1.97	16.15	macrophage expressed 1
LOC101275889	GPR55	-7.51	1.13	7.4	G protein-coupled receptor 55
LOC101277436	GALNT15	3.2	6.9	355.36	polypeptide N-acetylgalactosaminyltransferase 15
LOC101283689	BSX	-4.65	2.24	20.4	brain specific homeobox
LOC101272017	DNMT3B	-2.86	3.37	33.86	DNA methyltransferase 3 beta
LOC101284283	LOC101284283	-5.71	1.23	8.08	3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase
LOC101275070	CDH20	-5.76	1.94	17.2	cadherin 20
LOC101270417	FNDC7	-3.95	2.86	29.96	fibronectin type III domain containing 7
LOC101285743	SLC23A3	-4.46	1.67	13.11	solute carrier family 23 member 3
LOC101279692	POU3F2	-5.15	2.22	17.08	POU class 3 homeobox 2
LOC101272024	LOC101272024	-4.74	1	8.39	zinc finger protein 131-like
LOC101287807	ANKRD31	-3.64	3.41	38.11	ankyrin repeat domain 31
LOC101271539	F9	-5.09	0.55	5.48	coagulation factor IX
LOC101289870	KCNJ10	-4.78	1.95	14.88	potassium inwardly rectifying channel subfamily J member 10
LOC101282271	TCF21	-6.31	0.66	4.84	transcription factor 21
LOC101279374	PRSS57	-4.62	1.97	19.79	serine protease 57
LOC101279597	CABP1	-6.73	0.5	4.79	calcium binding protein 1
LOC101271575	NDNF	-2.8	3.36	32.52	neuron derived neurotrophic factor
LOC101276079	RUNX2	-2.5	3.24	30.81	RUNX family transcription factor 2
LOC101289512	ZNF396	-7.2	0.97	7.46	zinc finger protein 396
LOC101278256	TH	-6.96	0.61	5.48	tyrosine hydroxylase
LOC101280891	THEG	-5.62	1.13	8.54	theg spermatid protein
LOC101282328	LOC101282328	-6.41	0.32	4.06	protein FAM161A-like
LOC101280646	LAMC3	-2.98	2.33	19.21	laminin subunit gamma 3
LOC101283452	ZNF831	-3.59	3.5	44.1	zinc finger protein 831
NKY04_mgp13	ND1	-2.19	11.86	10703.84	NA
LOC101277552	LRRTM4	-3.35	2.33	18.8	leucine rich repeat transmembrane neuronal 4
LOC101277062	OPRM1	-6.71	0.74	5.32	opioid receptor mu 1
LOC101279088	IL12A	-5.28	1.62	11.22	interleukin 12A
LOC101273856	QSOX1	2.48	5.99	187.93	quiescin sulfhydryl oxidase 1
LOC101277234	LOC101277234	-6.81	0.5	4.37	olfactory receptor 4B1-like
LOC101277275	RGS9	-5.13	1.71	11.48	regulator of G protein signaling 9
LOC101281770	GPR137C	-5.54	1.66	11.22	G protein-coupled receptor 137C
LOC101289821	GH1	-8.08	2.49	19.7	somatotropin
LOC101277570	TRIM40	-6.6	0.87	6.19	tripartite motif containing 40
LOC125964388	LOC125964388	-4.43	6.1	23775.71	uncharacterized LOC125964388
LOC101286505	SYVN1	1.87	6.31	245.86	synoviolin 1
LOC125961808	LOC125961808	-4.28	2.91	33.55	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit-like
C6H9orf131	C6H9orf131	-7.17	0.87	5.49	chromosome 6 C9orf131 homolog
LOC101272227	CNTN1	-3.34	2.42	18.6	contactin 1
LOC101270579	PTPN22	-5.27	1.54	14.37	protein tyrosine phosphatase non-receptor type 22
LOC101289465	CNR2	-4.68	2.32	19.58	cannabinoid receptor 2
LOC101289023	ART3	-5.54	1.97	18.88	ADP-ribosyltransferase 3 (inactive)
LOC101275892	VSTM2A	-7.26	0.8	7.02	V-set and transmembrane domain containing 2A
LOC117196710	SMIM28	-4.59	1.65	10.4	small integral membrane protein 28
LOC101274346	SLC8A2	-2.72	4.05	44.59	solute carrier family 8 member A2
LOC101280756	KCNH1	-2.27	3.55	39.86	potassium voltage-gated channel subfamily H member 1
LOC101278622	GRIN1	-4.85	2.14	16.16	glutamate ionotropic receptor NMDA type subunit 1
LOC101288636	PDZK1	-3.5	3.99	53.7	PDZ domain containing 1
LOC125961827	LOC125961827	-5.67	2.01	19.85	calmodulin-1-like
LOC101277889	MAG	-5.47	1.45	9.44	myelin associated glycoprotein
LOC101271989	EPHA10	-5.42	1.68	14.68	EPH receptor A10
LOC101281165	PMFBP1	-4.74	1.79	15.82	polyamine modulated factor 1 binding protein 1
LOC101277491	LOC101277491	-6.65	0.52	4.42	actin-like protein 7A
LOC101277382	SPHKAP	-4.01	3.25	31.13	SPHK1 interactor, AKAP domain containing
LOC101275678	NEUROD6	-7.1	0.69	6.29	neuronal differentiation 6
LOC117198515	LOC117198515	-5.96	2.05	15.78	late cornified envelope protein 7A-like
LOC101282636	RASD2	-4.63	1.62	11.87	RASD family member 2
LOC101275604	ZYG11A	-4.52	1.99	13.27	zyg-11 family member A, cell cycle regulator
LOC101274583	CALN1	-3.75	3.66	68.17	calneuron 1
LOC101283293	DRP2	-3.77	2.8	25.72	dystrophin related protein 2
LOC101290235	LOC101290235	-5.74	1.59	11.69	phosphatidylethanolamine-binding protein 1-like
LOC101281981	RAD21L1	-6.06	0.65	6.7	RAD21 cohesin complex component like 1
LOC101279796	AQP8	-5.15	1.66	11.29	aquaporin 8
LOC101272886	XKR9	-5.55	0.59	5.77	XK related 9
LOC101272898	MLPH	-3.43	5.48	153.22	melanophilin
LOC101279028	QRFPR	-4.67	1.77	11.61	pyroglutamylated RFamide peptide receptor
LOC101283768	KNG1	-4.89	1.24	8.38	kininogen 1
LOC101269739	LOC101269739	-4.42	0.89	6.72	telomere attrition and p53 response 1 protein
LOC125964589	LOC125964589	-7.36	0.91	7.18	Fc receptor-like protein 2
LOC101284726	TEX36	-3.01	4.35	66.88	testis expressed 36
LOC101271403	CNKSR2	-3	2.6	20.47	connector enhancer of kinase suppressor of Ras 2
LOC101287893	FGF17	-3.66	2.74	30.57	fibroblast growth factor 17
LOC117197193	TRDN	-4.23	1.57	10.99	triadin
LOC117200624	LOC117200624	-4.14	2.42	25.03	probable E3 ubiquitin-protein ligase makorin-1
LOC125965625	LOC125965625	-4.66	1.18	7.72	putative POM121-like protein 1
LOC101286123	RGR	-5.94	0.99	6.53	retinal G protein coupled receptor
LOC101287219	MMP25	-5.15	1.7	11.25	matrix metallopeptidase 25
LOC101286243	SLC22A6	-7.54	2.41	18.73	solute carrier family 22 member 6
LOC101270382	LOC101270382	-4.31	2.22	17.67	heterogeneous nuclear ribonucleoproteins A2/B1-like
LOC101287981	GPR15	-7.15	0.76	6.73	G protein-coupled receptor 15
LOC101285475	NMUR2	-5.62	1.52	13.33	neuromedin U receptor 2
LOC101282664	CXCR3	-6.54	2.13	17.22	C-X-C motif chemokine receptor 3
LOC101283108	ADAMTS19	-3.81	2.54	19.82	ADAM metallopeptidase with thrombospondin type 1 motif 19
LOC117197518	LOC117197518	-4.14	1.94	12.95	G antigen 10
LOC101272435	BEND2	-6.57	0.94	9.89	BEN domain containing 2
LOC101284429	LOC101284429	-4.06	2.65	22.86	ultra-long-chain fatty acid omega-hydroxylase
LOC101280968	LOC101280968	-6.47	1.19	10.87	myomegalin
LOC101286308	LOC101286308	-6.38	0.66	6.16	keratin, type II cytoskeletal 8-like
LOC101281903	DRD1	-4.29	1.81	13.25	dopamine receptor D1
LOC101278329	LOC101278329	-4.85	2.07	20.25	zinc finger FYVE domain-containing protein 1-like
LOC101287013	CCDC190	-5.31	2.16	15.49	coiled-coil domain containing 190
LOC101287928	LOC101287928	-7.28	0.79	8.04	ruvB-like 1
